id,sponsorshipDealId,summary,proofKeys,notes,submittedById,submittedAt,updatedAt
b1a470b7-5611-4725-94e0-a93e473ae09f,4cd79da1-fb1f-4c4d-a1ef-af5268ea5711,"{""projectName"":""IRL Culture Fest - 2026"",""date"":""2026-11-28T00:00:00.000Z"",""venue"":""Radisson Hotel Gurugram Udyog Vihar"",""time"":"""",""guestCount"":"""",""ageRange"":"""",""deliverables"":[{""text"":""4 posts"",""checked"":true}],""videoLinks"":[],""socialLinks"":[],""status"":""PENDING"",""revisionNote"":""""}","{sponsorship-deal-reports/f282adda-b205-4784-9d36-f900ea7cad1a/ec63cd4a-60ea-4c0d-b749-3b7d516efe96.png,sponsorship-deal-reports/f282adda-b205-4784-9d36-f900ea7cad1a/4e67c4a3-e531-4388-820e-689c3c1de4b2.png}","",abdeb8aa-f23a-485b-b9c3-b8faf474ad22,2026-08-21 07:44:33.872,2026-08-21 10:16:49.521
